protein_id,homolog_group,st,embedding
1709476_0:000f40|Streptomyces_sp._NRRL_B-24085.fasta,Thiazole_synthase,0.9528,"[ 0.04499488  0.0083306   0.0197851  ...  0.01617783  0.01629793
 -0.01371372]"
2053591_0:0008e6|Planctomycetales_bacterium.fasta,Thiazole_synthase,0.9528,[0.05132176 0.00945381 0.01260952 ... 0.0199796  0.01406461 0.0139866 ]
2045244_0:0005be|Alteribacter_lacisalsi.fasta,Thiazole_synthase,0.9528,"[ 0.04166648 -0.00400911  0.01657576 ...  0.02715378  0.0415631
  0.0135192 ]"
1583767_0:00076d|Vibrio_sp._PID23_8.fasta,Thiazole_synthase,0.9528,[0.0622333  0.02548755 0.00771995 ... 0.02555292 0.01202899 0.01973281]
289370_1:000565|Pseudomonas_argentinensis.fasta,Translation_initiation_factor,0.9499,"[ 0.01383059 -0.00978419  0.01903933 ...  0.01083357 -0.03144017
  0.01955313]"
1122927_0:000e37|Paenibacillus_terrigena_DSM_21567.fasta,Translation_initiation_factor,0.9499,"[ 0.023536   -0.01784981  0.01223619 ...  0.02946935  0.00822564
  0.02635696]"
2498120_0:00041a|Campylobacter_sp._US33a.fasta,Translation_initiation_factor,0.9499,"[ 0.00154508 -0.04522504 -0.01517058 ...  0.00827612  0.00547805
 -0.00518257]"
2058294_0:00013c|Vaginisenegalia_massiliensis.fasta,Translation_initiation_factor,0.9499,"[ 0.00569578  0.00636602  0.00622046 ...  0.04697467 -0.02236715
  0.00663523]"
1151061_0:000a2c|Tsukamurella_sp._1534.fasta,Translation_initiation_factor,0.9499,"[ 0.02384255  0.03600702  0.03490756 ...  0.02489677 -0.04874199
  0.00116461]"
1236220_0:000321|Melghirimyces_thermohalophilus.fasta,Translation_initiation_factor,0.9499,"[ 0.00400681 -0.00083819 -0.01071429 ...  0.05482024 -0.01749737
  0.02753487]"
546871_0:0005d6|Friedmanniella_luteola.fasta,Translation_initiation_factor,0.9499,"[ 0.00683039  0.00441756  0.04606741 ...  0.03749128 -0.01435776
 -0.00596432]"
459349_0:000459|Candidatus_Cloacimonas_acidaminovorans_str._Evry.fasta,Translation_initiation_factor,0.9499,"[ 0.00635081 -0.01956122  0.03179787 ...  0.0062641   0.03464357
  0.00585468]"
1891242_1:0004c0|Peptoniphilaceae_bacterium.fasta,Translation_initiation_factor,0.9499,"[ 0.00476748 -0.02900657 -0.01631621 ...  0.0455029   0.000979
  0.01699577]"
652017_0:000254|Nesterenkonia_sp._AN1.fasta,Translation_initiation_factor,0.9499,"[ 0.00085875  0.00831445  0.03687641 ...  0.03903377 -0.02094714
  0.00035579]"
1121303_0:0010e8|Ruminiclostridium_cellobioparum_DSM_1351_=_ATCC_15832.fasta,Translation_initiation_factor,0.9499,"[ 0.04392591 -0.02413698  0.03489893 ...  0.03342352  0.01372096
  0.04180607]"
1926477_0:0000d9|Psychrobacter_sp._C_20.9.fasta,Translation_initiation_factor,0.9499,"[ 0.01593176 -0.05517333 -0.02436974 ...  0.00874669 -0.00831478
  0.00380689]"
1429916_0:000a9d|Afipia_sp._P52-10.fasta,Translation_initiation_factor,0.9499,"[ 0.00170696  0.00132554  0.02969025 ...  0.0151115  -0.02950462
  0.00462092]"
1527607_0:000100|Oryzisolibacter_propanilivorax.fasta,Translation_initiation_factor,0.9499,"[ 0.00534826 -0.0305558   0.01053431 ... -0.00298056 -0.02172424
  0.00233857]"
1936234_0:0009af|Bacillus_sp._Marseille-P3661.fasta,Translation_initiation_factor,0.9499,"[ 0.02340079  0.00163069  0.00127194 ...  0.04381786 -0.0096141
  0.01515789]"
1597955_0:0002cc|Limnohabitans_sp._DM1.fasta,Translation_initiation_factor,0.9499,"[ 0.02050085 -0.02762722  0.01354391 ... -0.00288041 -0.02802026
  0.00770741]"
2033491_0:0007ed|Bacillus_sp._AFS018417.fasta,Translation_initiation_factor,0.9499,"[ 0.01936058  0.01365122 -0.00631307 ...  0.04059746 -0.01443236
  0.01528917]"
544580_2:00028c|Actinomyces_oris.fasta,Translation_initiation_factor,0.9499,"[-0.00276426  0.01880551  0.04756406 ...  0.04059683 -0.02991061
  0.00509351]"
2259330_0:000b85|Stenotrophomonas_sp._ATCM1_4.fasta,Translation_initiation_factor,0.9499,"[-0.00270054 -0.03970163  0.01338184 ...  0.01860108 -0.01984737
  0.01035312]"
1088883_0:00034b|Francisella_hispaniensis_FSC454.fasta,Translation_initiation_factor,0.9499,"[ 0.01271238 -0.04821477 -0.01374698 ... -0.00146612 -0.0121747
  0.02304425]"
2023191_0:000b22|Leptospira_perolatii.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.01192456 -0.06014737  0.01941827 ...  0.00913613  0.0940689
  0.03175625]"
1122960_0:000899|Photorhabdus_australis_DSM_17609.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00329877 -0.01454958 -0.00492986 ...  0.02874436 -0.00139716
  0.0209307 ]"
1742359_0:00015c|Cytobacillus_dafuensis.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.01000267 -0.03424263  0.00473674 ...  0.02252823  0.09817573
  0.04010689]"
1849041_0:000489|Harryflintia_acetispora.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.01627504 -0.04274056  0.0088001  ...  0.01612783  0.08312346
  0.03756352]"
44251_0:000676|Paenibacillus_durus.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00405244 -0.03862699 -0.01294946 ...  0.02613825  0.05691659
  0.03122626]"
1917485_0:000606|Sulfitobacter_alexandrii.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.0053391  -0.02914     0.00987039 ...  0.04151326  0.00122634
  0.02551598]"
2033503_0:0009c5|Bacillus_sp._AFS041924.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.04044223 -0.05362663  0.00141301 ...  0.05644808  0.11062318
  0.04612284]"
1621259_0:000204|Streptomyces_sp._NBRC_110611.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.02521332 -0.02899663  0.0094825  ...  0.03805777  0.03288003
  0.02166696]"
1446476_0:000659|Ruegeria_meonggei.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00212878 -0.03218535  0.00753945 ...  0.04159828  0.00390353
  0.01988412]"
1463662_0:000ce7|Pseudomonas_sp._CHM02.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00597152 -0.00335734  0.00953326 ...  0.0248957  -0.01052113
  0.03131227]"
2599297_0:000b1e|Sphingomonas_suaedae.fasta,acetolactate_synthase_small_subunit,0.9617,"[ 0.00499708 -0.02846835  0.00437638 ...  0.03387552  0.02507497
  0.02355576]"
2488730_0:0003f5|Falsigemmobacter_faecalis.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00372204 -0.019374    0.01028562 ...  0.03849474 -0.01558853
  0.01996375]"
2211448_0:000ddf|Roseovarius_amoyensis.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.01228252 -0.03710484  0.00646372 ...  0.03873881 -0.00024829
  0.02187663]"
1082933_0:000085|Mesorhizobium_amorphae_CCNWGS0123.fasta,acetolactate_synthase_small_subunit,0.9617,"[ 0.00992109  0.00203105  0.01922966 ...  0.02670915 -0.02561846
  0.03047352]"
1261634_0:000486|Roseburia_sp._499.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.02250876 -0.04949643  0.0259472  ...  0.03779929  0.08160955
  0.03686371]"
1921010_0:000909|Mariprofundus_micogutta.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.01377673 -0.03888606  0.00598082 ...  0.02249209  0.07555884
  0.04471357]"
875328_2:000d52|Mycolicibacter_sinensis.fasta,acetolactate_synthase_small_subunit,0.9617,"[-0.00610047 -0.01620928 -0.00519758 ...  0.02526482  0.01764354
  0.00936782]"
1751289_0:000039|Oscillatoriales_cyanobacterium_MTP1.fasta,acetolactate_synthase_small_subunit,0.9617,"[ 0.00709654  0.0029118  -0.00244823 ...  0.01465036  0.00738001
  0.01702778]"
2578108_0:000502|Inquilinus_sp._KBS0705.fasta,acetolactate_synthase_small_subunit,0.9617,"[ 0.01667823 -0.05698177 -0.0129139  ...  0.0823353   0.03725961
  0.04733062]"
562_0:00061d|Escherichia_coli.fasta,acetolactate_synthase_small_subunit,0.9617,"[ 0.01074436 -0.09795016 -0.02862057 ...  0.00775296  0.0618669
  0.04507335]"
211_0:000029|Helicobacter_sp._CLO-3.fasta,biotin_synthase,0.9351,"[ 0.02107965  0.00794841 -0.00749438 ... -0.00046059  0.02606978
 -0.01121614]"
1705393_0:000460|Chryseobacterium_sp._ERMR1:04.fasta,biotin_synthase,0.9351,"[ 0.03603616  0.02058005 -0.01184272 ...  0.00890726 -0.01152006
  0.01878736]"
1930254_0:000c67|Arthrobacter_sp._SRS-W-1-2016.fasta,biotin_synthase,0.9351,"[ 0.04497581 -0.01535272 -0.00909775 ...  0.00626082 -0.03402406
 -0.01323074]"
83771_0:00027e|Succinivibrio_dextrinosolvens.fasta,biotin_synthase,0.9351,"[ 0.02783784 -0.00726713 -0.00375823 ...  0.00103089  0.03888875
  0.0178391 ]"
72022_0:000033|Paracoccus_methylarcula.fasta,biotin_synthase,0.9351,"[ 0.01380559  0.0108789  -0.00180558 ...  0.01150035 -0.01068219
  0.0192914 ]"
1188249_0:000e63|Cereibacter_changlensis_JA139.fasta,biotin_synthase,0.9351,"[-0.00400756  0.01565112  0.02352281 ... -0.00181078 -0.00616564
  0.0177492 ]"
1945874_0:0008f7|Fibrobacter_sp._UWB16.fasta,biotin_synthase,0.9351,"[ 0.03580485  0.00058162  0.0301842  ... -0.00662869  0.02722279
  0.00960112]"
2528023_0:0014d4|Urbifossiella_limnaea.fasta,biotin_synthase,0.9351,"[ 0.01974078  0.01383707  0.02480823 ... -0.01093354  0.02334676
  0.01503431]"
2080494_0:000c99|Pantoea_alvi.fasta,biotin_synthase,0.9351,"[ 0.04603734  0.04609448  0.00511908 ...  0.0026219  -0.04005451
  0.02600196]"
1300307_0:001a69|Mesorhizobium_waimense.fasta,biotin_synthase,0.9351,"[ 0.01187545  0.00481265  0.00079961 ...  0.00956085 -0.01351656
  0.01894945]"
356852_0:000c73|Micromonospora_coxensis.fasta,biotin_synthase,0.9351,"[ 0.05144868  0.01016566  0.00126988 ...  0.00771917 -0.03260117
 -0.01250267]"
1494608_0:000e4c|Arthrobacter_sp._PAMC_25486.fasta,biotin_synthase,0.9351,"[ 0.04441676  0.00236535 -0.00843691 ...  0.01325353 -0.03589896
 -0.00381849]"
28152_0:000b10|Yersinia_kristensenii.fasta,biotin_synthase,0.9351,"[ 0.04667249  0.05494019  0.00965256 ...  0.00627583 -0.04751625
  0.02509452]"
2320100_0:0009e8|Parablautia_intestinalis.fasta,biotin_synthase,0.9351,"[ 0.02331646  0.0013337  -0.01012847 ... -0.01014938  0.03143476
 -0.00830008]"
1619309_0:000e2d|Paenibacillus_herberti.fasta,biotin_synthase,0.9351,"[ 0.01968453 -0.00500161 -0.02914597 ...  0.01596356 -0.00722965
 -0.01287415]"
1743163_0:000300|Polynucleobacter_campilacus.fasta,biotin_synthase,0.9351,"[ 0.01984242  0.01759803 -0.00093264 ...  0.01674675 -0.02926998
  0.00199267]"
1736519_0:00114b|Caulobacter_sp._Root342.fasta,biotin_synthase,0.9351,"[ 0.02104001  0.021709    0.0021793  ...  0.00798274 -0.02516355
  0.01285602]"
887327_0:0005f5|Kingella_kingae_ATCC_23330.fasta,biotin_synthase,0.9351,"[ 0.02888329  0.00805839 -0.00937928 ...  0.01571218 -0.00816293
  0.02575209]"
2509717_0:000c52|Ciceribacter_ferrooxidans.fasta,biotin_synthase,0.9351,"[ 0.03042769  0.0207645  -0.00547906 ... -0.00171426 -0.0186875
  0.01982889]"
1338687_0:000109|Methylicorpusculum_oleiharenae.fasta,biotin_synthase,0.9351,"[ 0.04178358  0.02637686  0.00658085 ...  0.00141261 -0.02855016
  0.02723574]"
1736380_0:000f40|Rhizobium_sp._Leaf453.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04217347  0.0349757   0.00807524 ... -0.022389   -0.00051532
  0.05172976]"
1745182_0:001392|Paracoccus_sp._MKU1.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.05054628  0.0274068   0.00767459 ... -0.02437793 -0.00425788
  0.04680952]"
126385_1:000889|Providencia_alcalifaciens.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.0412462   0.016915    0.0257471  ...  0.01637053 -0.01076388
  0.05564189]"
53417_0:0006f1|Lonepinella_koalarum.fasta,ketol-acid_reductoisomerase,0.9322,[0.04365414 0.00373982 0.0184299  ... 0.0168426  0.00082558 0.054716  ]
2518975_0:00014b|Buchnera_aphidicola_(Cinara_curvipes).fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.00136909 -0.00151856 -0.086052   ... -0.04486063  0.01760636
  0.02099189]"
639282_0:00013b|Deferribacter_desulfuricans_SSM1.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.05573019  0.02320782  0.00742209 ... -0.00485792  0.03269274
  0.043122  ]"
1121346_0:000545|Cohnella_laeviribosi_DSM_21336.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04959431  0.03576555  0.02309409 ... -0.02276435  0.02383082
  0.03874835]"
1173025_0:00062f|Geitlerinema_sp._PCC_7407.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04159533  0.0391656   0.0315011  ... -0.01082901  0.01889171
  0.05002534]"
2008911_0:0009e6|Pseudomonas_sp._Irchel_3A5.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04329687  0.03349971  0.0018705  ... -0.01537086 -0.00324726
  0.04746027]"
2026304_0:000ce1|Flavobacterium_sp._IR1.fasta,ketol-acid_reductoisomerase,0.9322,[0.0456404  0.00404547 0.01217053 ... 0.01176638 0.00501771 0.05498827]
471189_0:00058a|Gordonibacter_pamelaeae.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04098998  0.01813942  0.01400736 ... -0.00994562  0.02115977
  0.04053568]"
2478977_0:00029f|Planomicrobium_sp._Y74.fasta,ketol-acid_reductoisomerase,0.9322,[0.02723181 0.02760758 0.00169248 ... 0.02207473 0.02153313 0.04144926]
1888891_0:00046b|Desulfosporosinus_metallidurans.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.02974203  0.03120747  0.00840211 ... -0.00525583  0.02612769
  0.04408389]"
1122623_0:001390|Ottowia_thiooxydans_DSM_14619.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.03206651  0.03181421  0.0091747  ... -0.02466663 -0.00451833
  0.03881773]"
2171622_0:000eea|Blastococcus_litoris.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04496906  0.01000181  0.01299266 ... -0.02568273 -0.00363584
  0.01861376]"
670155_0:000366|Litoreibacter_albidus.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.05136644  0.01462551  0.00673854 ... -0.01795517  0.00689754
  0.04591971]"
1678840_0:00099b|Flexilinea_flocculi.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.034314   -0.00762021  0.00077231 ... -0.01122962  0.02777612
  0.02559478]"
235986_0:0013e6|Actinacidiphila_glaucinigra.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04633789  0.0155292   0.01266863 ... -0.02631159 -0.00247218
  0.02378361]"
861534_0:0010c2|Sphingomonas_formosensis.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.04722678  0.04480597  0.00982777 ... -0.01210452 -0.00208784
  0.0460477 ]"
1965618_0:0009fb|Desulfovibrio_sp._An276.fasta,ketol-acid_reductoisomerase,0.9322,"[ 0.03766441  0.03068738  0.01879261 ... -0.00847222  0.01869672
  0.04580743]"
1943_0:000424|Streptomyces_griseoruber.fasta,ligase,0.9528,"[ 0.0490412  -0.00233128  0.01686372 ...  0.01965463 -0.03203875
  0.00507112]"
1415549_0:000fee|Streptomyces_sp._NRRL_B-1140.fasta,ligase,0.9528,"[ 0.05473268 -0.00185631  0.01566523 ...  0.01800099 -0.0305201
  0.00992236]"
35703_0:00105b|Citrobacter_amalonaticus.fasta,ligase,0.9528,"[ 0.03746177  0.03762367  0.01169334 ...  0.01693561 -0.03694386
  0.03051926]"
1894970_0:000bc4|Micromonospora_musae.fasta,ligase,0.9528,"[ 0.04306708 -0.01691508  0.01547045 ...  0.03671086 -0.0390583
 -0.0024469 ]"
1078087_0:0008e4|Parabacteroides_sp._HGS0025.fasta,ligase,0.9528,"[ 0.05967763  0.02347646 -0.0241379  ...  0.0395924   0.02433561
 -0.00143728]"
294_29:000980|Pseudomonas_fluorescens.fasta,ligase,0.9528,"[ 0.04821679  0.00959428  0.00908278 ...  0.01393963 -0.03328672
  0.03153549]"
875171_1:0003af|Celeribacter_baekdonensis.fasta,ligase,0.9528,"[ 0.03747383  0.007084   -0.01340757 ...  0.03183508 -0.03484716
  0.04334585]"
2316736_0:00019b|Corallococcus_exercitus.fasta,ligase,0.9528,"[ 0.04471259  0.00330253 -0.00714619 ...  0.00496248 -0.03603474
  0.00276414]"
43662_3:000523|Pseudoalteromonas_piscicida.fasta,ligase,0.9528,"[ 0.04803136  0.01502604  0.00074664 ...  0.01891238 -0.02714895
  0.03298558]"
1348628_0:000b98|Metabacillus_fastidiosus_NBRC_101226.fasta,ligase,0.9528,"[ 0.0208982   0.00270833  0.00587322 ... -0.00526479 -0.0107356
 -0.00078487]"
1706046_0:0006ea|Sulfurirhabdus_autotrophica.fasta,ligase,0.9528,"[ 0.04704378 -0.01771402  0.0024603  ... -0.02628131  0.0110723
  0.02761173]"
1526917_0:000535|Chitinibacter_sp._GC72.fasta,ligase,0.9528,"[ 0.05382405  0.00323642  0.0030677  ...  0.01775264 -0.02499172
  0.03757532]"
1229486_0:0012bc|gamma_proteobacterium_L18.fasta,ligase,0.9528,"[ 0.05143495  0.01042355  0.00799554 ...  0.0135364  -0.02982912
  0.03169486]"
1915074_0:000044|Sphingomonas_jeddahensis.fasta,ligase,0.9528,"[ 0.01394144  0.03218668  0.00148938 ...  0.00138188 -0.023252
  0.02140868]"
131112_0:00027f|Arcanobacterium_phocae.fasta,ligase,0.9528,"[ 0.0584208   0.00518614  0.00228592 ...  0.01867025 -0.03324195
  0.00012332]"
104087_2:000692|Pseudomonas_frederiksbergensis.fasta,ligase,0.9528,"[ 0.04647181  0.01004296  0.01039824 ...  0.0145688  -0.03585656
  0.03260204]"
2153354_0:0005a2|Klebsiella_huaxiensis.fasta,ligase,0.9528,"[ 0.06376494  0.05600661  0.01539661 ...  0.00381984 -0.08309186
 -0.00117962]"
2559608_0:0004fe|Blastococcus_sp._CT_GayMR19.fasta,ligase,0.9528,"[ 0.05029262  0.00117532  0.0181744  ...  0.02034749 -0.03383425
 -0.00472202]"
586239_0:00058b|Gluconobacter_roseus.fasta,ligase,0.9528,"[ 0.02648689  0.01573087 -0.00808123 ...  0.0112745  -0.02515114
  0.01793503]"
33879_0:0005f9|Agromyces_ramosus.fasta,ligase,0.9528,"[ 0.04677024  0.01174987  0.01054742 ...  0.02027008 -0.03267677
 -0.00338982]"
574560_0:0005da|Photorhabdus_temperata.fasta,methyltransferase,0.9558,"[ 0.033797    0.08010466  0.00074287 ... -0.07341732  0.00113869
  0.01597885]"
2022492_0:0005fa|Rhodococcus_sp._05-2254-4.fasta,methyltransferase,0.9558,"[ 0.01022671  0.05599495  0.00564244 ... -0.06228798 -0.00139308
 -0.04042322]"
876269_0:000d1b|Methyloferula_stellata_AR4.fasta,methyltransferase,0.9558,"[ 0.003977    0.03655113  0.04429147 ... -0.06145504  0.03444874
 -0.00290861]"
43654_0:0007a7|Pseudoalteromonas_aurantia.fasta,methyltransferase,0.9558,"[ 0.03355535  0.06374443  0.00524555 ... -0.0766444   0.01554455
  0.02064084]"
1158606_0:0001e0|Enterococcus_asini_ATCC_700915.fasta,methyltransferase,0.9558,"[ 0.03241368  0.03661183  0.01254765 ... -0.02843391  0.04521989
  0.03017114]"
2057798_0:0002e7|Actinomyces_sp._432.fasta,methyltransferase,0.9558,"[ 0.02213969  0.05742883  0.0097486  ... -0.07544699  0.01087299
 -0.01607839]"
1985169_0:000b5a|Hydrogenophaga_sp._IBVHS1.fasta,methyltransferase,0.9558,"[ 0.01895287  0.06128567  0.00977987 ... -0.06610069  0.00814757
 -0.00347434]"
211146_0:000f3d|Paenarthrobacter_nitroguajacolicus.fasta,methyltransferase,0.9558,"[ 0.01964303  0.06157302  0.00588343 ... -0.05848795  0.01513863
 -0.01203445]"
2565556_0:00020e|Sphingopyxis_sp._PAMC25046.fasta,methyltransferase,0.9558,"[ 0.00212524  0.03093418  0.01489384 ... -0.05665958  0.03187667
 -0.01920264]"
1631346_0:0000a5|Rubeoparvulum_massiliense.fasta,methyltransferase,0.9558,"[ 0.02458964  0.05372572  0.02192164 ... -0.03349569  0.06430513
  0.00340693]"
1463597_0:0004ad|Qipengyuania_oceanensis.fasta,methyltransferase,0.9558,"[-0.00535782  0.00990003  0.02344177 ... -0.0391707   0.04329793
 -0.00647244]"
1338436_0:0007b6|Sinomonas_humi.fasta,methyltransferase,0.9558,"[ 0.02571266  0.06417155  0.00555141 ... -0.06008379  0.02442153
 -0.02492968]"
1054033_0:0006a0|Arcobacter_venerupis.fasta,methyltransferase,0.9558,"[ 0.04438963  0.0363607   0.00621125 ... -0.06054655  0.06869492
 -0.01068891]"
1230734_0:000402|Clostridiales_bacterium_S5-A14a.fasta,methyltransferase,0.9558,"[ 0.02217269  0.05487441  0.01937366 ... -0.0449384   0.04081406
 -0.02205627]"
2055946_0:000601|Kocuria_tytonicola.fasta,methyltransferase,0.9558,"[ 0.02588175  0.05532258  0.00159987 ... -0.05604652  0.01977372
 -0.02847296]"
1091497_0:00014d|Taylorella_equigenitalis_14_56.fasta,methyltransferase,0.9558,"[ 0.03016371  0.04685985 -0.0058028  ... -0.0632052   0.03660891
 -0.01502279]"
1736363_0:000474|Bradyrhizobium_sp._Leaf396.fasta,methyltransferase,0.9558,"[-0.01698391  0.04138884  0.03841759 ... -0.06390931  0.03239209
 -0.00778116]"
859143_0:0010c3|Cytobacillus_kochii.fasta,methyltransferase,0.9558,"[ 0.03362024  0.0606528   0.00519357 ... -0.03052504  0.05572472
 -0.02658272]"
1566280_0:001250|Janthinobacterium_sp._344.fasta,methyltransferase,0.9558,"[ 0.00910471  0.06507819  0.0151934  ... -0.07137559  0.00240338
 -0.00561372]"
1689985_0:0006b9|Allopontixanthobacter_sediminis.fasta,methyltransferase,0.9558,"[ 0.00163106  0.02337041  0.01900021 ... -0.07295456  0.03970831
 -0.01819434]"
1896203_0:000693|Fibrobacter_sp._UWB12.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.04813465  0.04769221  0.04076824 ... -0.04167622  0.02398894
  0.04557167]"
29497_1:00107e|Vibrio_splendidus.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.04511682  0.0255899   0.0411326  ... -0.0293721   0.00010522
  0.07220094]"
2593007_0:0009a9|Algoriphagus_algorifonticola.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05098412  0.05958648  0.031842   ... -0.01572355  0.02105329
  0.05305151]"
2489054_0:000802|Arenibacter_aquaticus.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05697651  0.05398523  0.02954727 ... -0.01847267  0.02315363
  0.06092336]"
1920420_0:000a0f|Paenibacillus_sp._FSL_A5-0031.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.06050529  0.05428677  0.03015231 ... -0.03474602  0.03311434
  0.04036437]"
1408456_0:00028c|Mycoplasma_collis_ATCC_35278.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.03383387  0.01322112  0.07562534 ... -0.02611499  0.06629538
  0.0893466 ]"
1967665_0:0008e6|Cognaticolwellia_beringensis.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05314636  0.04063179  0.04361139 ... -0.03770005  0.00198581
  0.0796118 ]"
142651_0:0000b5|[Mycoplasma]_phocae.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.03127769  0.02392468  0.09608064 ... -0.02832657  0.06519195
  0.08613087]"
1703343_0:000914|Marinirhabdus_gelatinilytica.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05324909  0.06301101  0.03328349 ... -0.01303305  0.02725609
  0.05785807]"
1898203_13:000575|Lachnospiraceae_bacterium.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.06806166  0.04027758  0.05104171 ... -0.04547747  0.04974175
  0.05978206]"
2026743_11:00011e|Halieaceae_bacterium.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05102208  0.02674803  0.04933741 ... -0.01483002  0.02420865
  0.06592491]"
1202534_0:000c09|Clostridium_sartagoforme_AAU1.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05673039  0.04589375  0.03587802 ... -0.02876767  0.03677651
  0.06123716]"
93059_0:0002f5|Prochlorococcus_marinus_str._MIT_9211.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.04122163  0.03444277  0.04066937 ... -0.05867769  0.01248105
  0.05099681]"
338963_0:000c46|Syntrophotalea_carbinolica_DSM_2380.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05012851  0.0608362   0.05889571 ... -0.04299216  0.03414062
  0.06410306]"
2048667_0:000872|Ruminococcaceae_bacterium_HV4-5-B5C.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.06064047  0.06830111  0.07500199 ... -0.03888565  0.04376714
  0.05901886]"
2478663_0:0001d1|Chryseobacterium_sp._3008163.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.06484889  0.04996021  0.02631081 ... -0.01781222  0.03829888
  0.05658612]"
634155_0:000a77|Pseudofulvimonas_gallinarii.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.03479791  0.04364058  0.05765925 ... -0.02355777  0.03275483
  0.0479255 ]"
225915_0:000019|Paenibacillus_timonensis.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.04494366  0.04920646  0.02922967 ... -0.01514784  0.03163167
  0.0384986 ]"
191960_0:000b44|Sedimenticola_selenatireducens.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.05178188  0.04941105  0.04497932 ... -0.04718347 -0.00097728
  0.05454748]"
1265816_0:000586|Listeria_riparia_FSL_S10-1204.fasta,phosphoglycerate_mutase_2_3-bisphosphoglycerate-independent,0.9558,"[ 0.03631463  0.03990879  0.02359031 ... -0.01618409  0.02925438
  0.05679553]"
104102_0:000759|Acetobacter_tropicalis.fasta,porphobilinogen_synthase,0.9735,"[ 0.03473661  0.02264247  0.00526714 ... -0.00313205 -0.00859387
  0.04751149]"
1395607_0:001386|Bordetella_genomosp._1.fasta,porphobilinogen_synthase,0.9735,"[ 0.04202685  0.03502871  0.01944238 ... -0.00597418 -0.01826182
  0.04404444]"
2303421_0:0016e7|Actinomadura_spongiicola.fasta,porphobilinogen_synthase,0.9735,"[ 0.03686808 -0.00228983  0.01365466 ... -0.00975836 -0.02333835
 -0.01058924]"
1123357_0:000095|Tessaracoccus_bendigoensis_DSM_12906.fasta,porphobilinogen_synthase,0.9735,"[ 0.04400514 -0.02231362 -0.00621318 ... -0.01012258 -0.00213543
 -0.00510595]"
